cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
b,y,g,t,y,d,c,b,k,e,b,k,y,n,p,p,w,b,l,h,a,l
b,f,g,f,f,n,c,n,h,e,b,k,k,e,e,u,w,o,z,u,a,g
x,f,y,f,s,f,c,b,r,e,b,k,k,b,b,p,o,t,l,y,y,g
k,f,y,t,p,f,c,b,p,e,z,k,f,w,w,p,w,o,l,w,v,g
x,f,y,t,f,a,d,b,b,e,b,k,k,n,b,p,n,t,e,h,v,g
x,s,b,f,f,n,w,b,g,e,c,s,k,o,p,p,y,o,s,h,c,u
x,y,y,f,a,f,c,b,h,e,e,k,k,n,p,p,w,b,n,k,v,u
b,s,g,f,n,n,c,n,o,t,b,s,s,e,w,p,w,b,z,u,v,u
s,f,g,f,s,f,d,b,y,e,r,k,k,y,y,p,w,o,p,h,y,g
s,g,g,t,s,d,d,b,y,e,b,k,k,y,y,p,w,t,l,y,y,w
s,y,g,f,s,n,d,b,p,e,r,s,k,n,y,p,w,o,s,h,y,d
k,g,w,f,p,f,w,b,p,e,b,y,k,w,w,p,w,o,l,w,y,l
f,s,p,f,a,f,c,n,e,e,e,s,k,b,n,p,y,o,z,h,v,d
f,s,p,f,f,n,c,b,h,t,b,s,s,g,g,p,y,o,z,h,s,p
k,s,r,f,f,f,c,b,w,e,z,s,s,w,b,u,w,o,l,h,y,p
f,s,p,f,m,f,c,n,p,t,r,s,s,w,w,p,w,o,p,n,v,l
f,f,r,f,s,f,d,n,h,e,b,k,s,n,p,u,y,o,s,y,n,d
f,f,p,t,f,f,c,b,e,e,e,f,f,b,e,p,w,b,l,h,s,p
f,y,c,f,f,f,w,b,h,t,z,k,k,o,p,p,w,o,l,r,v,l
x,f,n,t,l,f,c,b,g,e,z,f,f,b,p,p,n,o,c,h,v,g
x,f,w,t,p,a,c,b,g,e,b,f,k,p,w,p,n,o,e,h,v,m
x,s,g,f,c,f,d,n,h,e,u,k,s,c,c,p,y,o,l,b,n,d
k,y,y,f,l,f,w,b,w,t,z,k,k,b,p,p,w,o,n,h,y,g
f,s,w,f,y,f,c,n,p,t,e,s,s,w,g,p,w,b,p,h,s,u
b,f,r,f,f,a,c,b,h,e,b,k,f,g,g,p,n,o,l,h,a,g
f,f,y,t,f,a,w,b,p,e,b,k,k,b,p,p,w,o,c,n,c,d
f,g,p,t,f,d,d,b,h,e,b,f,k,p,p,p,n,o,c,o,n,p
f,y,y,f,a,f,c,b,o,t,b,k,k,n,b,u,w,b,l,h,y,m
f,y,y,f,p,f,w,b,g,e,z,k,k,b,w,p,w,o,p,h,v,d
f,s,g,f,c,f,c,n,g,t,b,s,s,c,b,u,y,t,s,b,y,p
x,y,b,f,f,a,d,b,r,e,r,k,k,p,p,p,n,t,e,o,y,l
k,f,y,f,f,n,w,b,w,e,z,s,s,o,p,u,y,o,l,h,y,p
f,f,w,f,s,f,c,n,g,e,b,k,k,p,b,p,w,t,l,y,n,g
x,f,n,f,f,d,d,b,p,e,u,y,k,n,b,p,o,o,l,o,y,d
f,y,g,f,f,f,w,b,n,t,b,k,k,n,n,p,w,o,p,h,c,d
x,g,y,t,y,f,c,b,g,e,b,y,k,n,b,p,w,b,l,h,v,d
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,c,w,s,g
k,g,c,f,f,d,w,b,p,e,z,k,y,b,b,p,w,o,l,n,y,g
b,f,b,t,a,a,c,b,o,t,b,f,f,n,w,p,n,o,p,k,s,u
f,y,e,t,f,f,c,b,h,e,b,y,y,n,b,p,w,b,l,k,s,d
s,y,b,t,s,f,d,b,r,e,b,k,f,y,n,p,w,t,l,h,v,l
x,f,p,f,f,f,w,b,p,e,b,k,y,n,o,p,w,o,l,h,c,d
c,f,y,f,f,f,w,b,p,e,c,f,f,w,w,p,w,o,e,w,c,g
x,y,y,f,y,f,c,n,e,e,b,k,k,g,g,p,w,o,s,h,v,g
c,y,g,f,p,n,w,n,u,t,c,s,s,w,g,u,y,o,p,w,c,d
f,y,w,f,f,f,w,n,g,t,b,s,s,o,p,p,y,o,s,r,v,p
x,y,g,t,f,f,c,b,p,e,b,k,y,o,n,p,o,o,l,r,c,d
k,f,y,t,p,a,w,b,w,e,b,k,f,p,b,p,n,o,c,w,v,w
f,s,w,f,f,n,d,b,h,t,b,s,s,c,c,u,y,t,z,h,v,l
c,s,y,f,f,f,w,b,p,e,c,s,s,n,p,u,w,t,p,h,n,d
x,y,g,t,c,d,d,b,h,e,r,y,k,c,p,p,w,o,l,b,y,p
f,s,g,f,f,n,c,b,g,e,e,s,s,n,b,p,w,o,l,k,y,g
x,g,p,t,f,f,c,b,g,e,e,k,y,g,g,p,o,b,l,h,s,p
x,f,g,f,c,a,c,n,p,e,c,s,s,w,w,p,w,o,e,k,s,d
x,y,n,f,f,f,w,b,g,e,b,k,k,n,n,u,w,o,p,r,y,d
x,s,y,f,m,f,d,n,g,e,b,k,s,p,n,p,y,o,s,o,y,g
c,f,y,f,f,f,c,b,n,t,b,k,k,o,p,p,w,o,p,r,c,u
k,y,w,f,p,f,c,b,w,e,b,k,k,w,w,p,w,o,l,w,v,l
f,f,g,f,f,f,w,b,p,t,c,k,k,w,w,p,w,o,n,w,v,g
s,f,g,t,c,f,d,b,h,e,b,f,k,c,n,p,n,t,l,h,v,u
x,g,c,t,f,f,d,b,h,e,b,k,y,b,n,p,o,b,l,h,y,g
b,f,c,f,y,d,c,b,k,e,b,k,k,b,g,p,w,b,l,h,a,d
c,s,g,f,f,f,w,b,h,e,b,k,k,o,o,p,w,o,s,r,c,d
x,s,g,f,p,f,w,n,p,t,c,k,s,w,w,p,y,o,z,h,c,m
x,s,u,f,f,n,c,n,b,t,b,k,s,p,b,u,w,t,s,h,y,p
f,y,e,f,p,f,w,b,p,t,c,k,k,p,n,u,w,o,n,h,c,u
x,f,y,f,c,f,c,b,h,e,r,k,k,c,c,p,w,t,p,b,y,g
x,y,u,f,c,f,d,n,w,t,u,k,f,c,n,u,w,o,e,b,v,d
b,f,u,t,y,d,c,b,p,e,b,k,y,g,g,p,o,b,f,h,a,p
x,y,y,f,a,f,c,b,e,e,b,k,k,n,p,u,w,b,l,h,y,l
f,g,y,t,f,f,w,b,g,e,z,k,k,p,p,p,w,o,l,h,v,g
b,y,g,f,a,f,c,n,h,t,b,k,k,n,b,p,w,b,l,h,a,p
x,f,g,f,m,f,c,b,b,e,b,k,k,b,p,p,w,t,l,o,y,p
f,f,n,f,c,a,d,b,p,e,b,k,k,p,p,p,w,o,l,b,v,m
f,s,p,t,n,a,c,b,e,e,?,f,f,e,e,p,w,t,e,u,s,u
s,y,p,f,f,f,d,n,r,t,b,k,k,n,c,u,w,t,l,h,y,g
x,f,u,f,f,f,c,n,g,t,b,k,k,b,b,p,w,b,n,h,a,u
s,y,g,f,c,f,d,n,y,e,r,k,k,p,b,u,w,t,n,b,y,u
c,f,g,f,f,f,w,b,g,e,b,f,f,o,o,p,w,o,e,r,y,p
x,f,y,t,f,f,d,b,u,e,z,f,k,w,b,p,n,o,c,h,v,d
f,y,g,f,f,f,c,n,e,e,b,k,k,e,n,p,w,o,n,h,s,m
f,y,g,f,a,f,c,b,h,e,b,k,k,n,n,p,w,o,l,k,v,g
k,f,y,t,y,a,c,b,h,e,e,f,f,w,e,p,w,t,e,w,c,w
k,g,u,t,p,f,c,b,g,e,b,k,y,p,w,p,o,o,l,h,v,p
f,y,y,f,f,f,d,n,y,e,b,k,k,p,p,u,w,t,l,o,y,l
f,f,g,f,f,f,c,b,h,e,b,k,k,g,n,p,w,b,c,h,s,d
c,y,g,f,f,f,w,b,p,e,c,k,k,n,b,u,w,o,n,w,c,g
x,s,b,f,c,n,d,n,r,e,b,s,s,c,c,u,w,o,l,h,y,p
b,f,n,t,f,a,c,b,p,e,b,k,k,n,b,p,n,o,e,k,a,u
k,y,g,f,f,f,w,n,g,t,z,k,k,p,o,u,w,o,n,r,y,u
c,y,u,f,s,n,d,b,g,t,u,s,k,y,n,u,w,o,l,h,y,m
f,f,g,f,f,n,c,b,b,e,u,k,k,n,n,p,w,o,l,b,n,d
c,f,y,f,f,a,c,b,n,e,c,k,f,p,p,p,n,o,l,n,c,p
f,f,g,t,n,d,c,b,g,e,e,y,y,n,e,p,w,b,l,h,s,g
x,f,r,f,c,f,c,b,u,e,u,k,f,p,c,p,n,t,l,h,y,l
f,y,p,f,l,f,c,b,n,t,c,k,k,p,b,u,w,o,n,h,y,p
f,y,g,t,c,a,d,b,w,t,r,f,f,c,w,p,n,o,p,n,y,d
b,y,c,t,f,d,c,b,k,e,b,y,y,p,b,p,o,b,l,h,y,m
f,y,w,f,a,n,c,b,g,t,b,s,k,n,n,u,w,o,s,h,a,d
f,f,g,f,n,f,c,b,h,e,e,f,f,b,e,p,n,o,e,u,s,w
b,f,w,f,f,f,c,b,p,e,b,f,f,g,g,p,n,b,e,h,a,l
f,s,b,f,n,n,c,b,e,t,e,k,k,b,e,u,y,o,l,u,s,g
x,f,y,t,f,a,c,b,g,e,b,k,f,p,n,p,n,o,l,k,y,p
b,f,y,t,f,f,c,b,k,e,b,f,f,b,b,p,w,o,l,u,y,d
c,y,e,f,f,f,c,n,g,e,c,k,k,w,c,u,w,t,l,b,n,g
s,y,b,f,m,a,d,b,y,e,b,f,k,p,b,p,n,o,e,o,y,d
x,g,g,f,m,f,d,b,u,e,u,y,k,p,p,p,o,o,l,o,v,g
b,f,y,t,y,f,c,b,h,e,b,f,f,p,b,p,n,b,e,h,a,p
k,f,g,t,f,a,c,b,g,e,b,k,f,b,b,p,w,o,l,w,v,g
x,y,g,f,f,f,c,n,g,t,b,k,k,b,p,u,w,o,l,h,y,d
f,f,g,f,y,a,c,b,h,e,b,k,k,g,g,p,w,b,c,h,y,g
f,y,y,t,f,f,c,b,n,e,c,y,y,p,p,p,o,o,l,w,c,p
f,y,p,f,f,f,d,b,r,e,b,k,k,p,y,p,w,o,n,y,y,m
x,f,u,f,f,n,d,n,g,e,u,s,k,c,c,u,y,t,l,h,n,l
f,y,n,f,a,f,c,b,p,e,b,f,f,n,n,p,w,o,e,k,a,g
f,y,c,f,m,f,d,b,b,e,b,k,k,b,p,p,w,o,n,o,y,g
f,s,w,f,f,n,w,b,p,t,b,s,s,n,b,u,w,o,l,b,n,p
x,y,r,t,n,a,w,b,p,e,?,f,f,w,w,p,w,o,e,h,v,d
s,y,g,f,f,f,d,b,y,e,r,k,k,n,c,p,o,o,l,h,y,u
b,g,u,t,y,f,c,b,g,e,b,k,k,g,g,p,o,b,l,h,a,u
x,f,c,t,s,f,d,b,b,e,u,k,s,w,w,p,n,o,e,w,n,p
f,y,r,t,l,f,c,b,g,e,b,f,k,b,n,p,w,o,e,n,v,l
c,y,n,t,l,d,w,n,w,e,c,k,y,b,n,p,w,o,e,n,c,d
k,s,r,f,f,n,c,n,w,e,b,k,s,b,o,u,w,o,s,r,y,u
c,g,p,t,f,d,w,b,p,e,b,y,k,b,w,p,o,o,f,h,v,m
k,y,r,f,f,f,c,n,g,e,z,k,s,o,p,u,w,o,z,r,v,g
f,g,g,f,y,d,c,b,g,e,b,k,k,g,g,p,o,o,l,h,y,g
b,y,n,f,a,f,c,b,p,e,b,k,k,p,p,p,w,b,p,k,a,d
k,g,w,f,l,d,w,b,g,e,z,y,y,b,p,p,o,o,f,h,v,d
x,y,r,f,f,f,c,b,g,t,b,k,k,n,e,u,y,b,l,h,a,d
x,y,g,f,a,f,c,n,p,t,b,k,k,n,n,u,w,o,l,k,s,g
x,y,c,f,n,f,c,b,g,e,b,k,k,p,n,p,n,o,c,u,a,g
f,y,e,t,n,f,c,b,w,t,e,s,y,e,e,p,o,o,p,u,s,p
c,y,y,f,f,f,c,n,n,t,c,k,k,b,n,p,w,o,l,h,y,p
x,f,y,f,m,a,d,b,b,e,b,k,f,p,p,p,w,o,l,h,n,d
f,f,y,f,f,f,d,b,b,e,b,k,k,n,n,u,y,t,s,h,n,l
s,f,y,t,f,a,d,b,p,e,r,f,k,c,c,p,n,o,l,b,v,p
f,g,g,t,l,d,w,b,n,e,b,y,y,b,b,p,o,o,f,h,y,g
c,y,y,f,f,f,w,n,h,e,c,k,k,o,p,p,w,o,p,r,c,g
s,g,y,t,c,d,d,b,g,e,b,y,y,c,c,p,o,t,f,h,y,p
f,s,b,t,c,f,c,n,u,t,b,k,s,w,w,u,w,t,p,h,s,u
f,y,g,f,a,f,c,n,r,e,r,y,k,p,p,p,o,o,l,o,y,g
x,s,w,f,y,f,c,b,k,e,b,k,s,g,g,u,w,o,z,h,v,p
f,f,g,f,p,f,c,n,g,e,b,k,k,w,n,u,w,o,p,w,c,d
f,s,g,f,y,n,c,b,e,t,e,s,k,b,n,p,y,b,l,h,y,g
f,f,e,t,m,d,c,b,p,e,b,y,y,p,p,p,w,t,l,o,y,d
f,y,e,f,a,f,c,b,h,t,e,k,k,n,n,u,w,o,l,k,s,g
x,g,g,f,m,f,d,b,p,e,u,k,k,p,p,p,o,t,f,h,n,g
x,f,p,t,n,f,c,b,n,e,c,f,f,w,w,p,w,o,e,w,c,w
k,f,n,f,l,f,w,b,g,t,z,k,k,p,b,u,y,o,z,n,v,u
f,f,e,f,f,f,c,n,h,e,e,k,k,e,p,p,w,b,n,h,y,l
s,y,g,f,f,f,c,b,g,t,b,k,k,p,n,p,w,o,n,h,y,d
x,g,y,t,f,d,c,b,y,e,b,k,y,y,y,p,o,t,f,y,y,p
f,y,w,t,f,f,d,b,b,e,u,y,k,p,p,p,w,t,l,h,n,d
c,f,y,t,f,d,c,b,h,e,c,k,k,o,o,p,y,o,l,h,s,g
b,y,e,t,p,f,w,n,w,t,b,s,k,w,w,u,w,o,n,w,c,l
b,s,b,f,a,f,c,b,o,t,b,s,s,w,w,u,w,o,s,h,a,l
s,y,g,f,c,f,d,n,r,t,r,k,k,c,p,p,w,t,n,h,y,p
c,f,p,t,f,f,w,b,g,e,c,f,f,o,o,p,w,o,c,h,c,d
s,y,g,f,s,f,d,b,y,e,r,k,k,p,y,p,w,o,c,h,y,p
c,y,y,f,f,f,c,b,p,t,b,k,k,b,o,p,w,o,l,r,v,p
b,y,g,f,f,f,c,n,o,t,b,k,k,n,g,u,w,o,l,h,a,m
b,y,y,f,a,f,c,n,h,t,b,k,k,p,n,u,w,o,n,k,v,m
x,s,p,f,c,n,d,n,y,t,b,s,s,c,p,u,y,o,l,b,v,d
x,g,g,t,f,d,d,b,p,e,u,y,k,b,p,p,w,t,l,h,y,u
x,s,c,t,f,f,c,b,w,t,z,f,f,w,o,p,w,o,p,h,v,l
b,y,g,t,y,f,c,n,o,t,b,k,k,g,g,p,w,o,n,n,a,m
s,g,n,f,s,f,d,b,y,e,?,s,k,w,y,p,o,t,l,w,v,d
b,y,g,f,y,f,c,n,k,e,b,k,k,g,g,u,w,b,l,h,y,d
f,f,e,t,m,f,d,b,g,e,r,f,k,p,n,p,n,t,l,o,y,g
c,g,e,t,n,f,w,b,n,e,b,s,s,w,g,p,o,o,l,w,c,g
c,g,b,t,n,d,d,b,r,e,r,y,s,p,e,p,w,t,e,o,y,w
k,y,w,f,p,n,c,b,w,e,b,k,s,w,n,u,y,o,l,w,y,m
b,y,y,f,f,n,c,b,g,t,b,s,k,b,n,u,y,b,s,h,a,g
x,y,u,f,f,f,d,b,h,t,u,k,k,n,y,p,w,t,p,h,n,p
k,y,y,f,f,d,c,b,g,e,z,k,y,o,o,p,w,o,f,r,v,g
f,f,u,f,f,d,c,b,b,e,u,y,k,y,y,p,o,o,l,y,n,u
x,y,n,f,f,f,c,b,u,e,b,k,k,b,p,p,w,t,n,h,y,p
x,y,g,f,f,f,c,n,p,t,u,k,k,p,n,u,w,t,p,o,y,g
f,s,y,f,a,f,c,b,p,t,b,s,s,b,b,p,y,o,s,k,a,g
x,y,n,f,f,d,w,b,w,e,b,y,k,w,w,p,o,o,l,w,v,d
b,y,u,f,f,f,c,n,g,t,b,k,k,g,g,p,w,o,l,h,a,w
f,y,u,t,f,f,c,b,h,e,b,k,y,b,n,u,w,o,l,h,c,p
f,y,y,f,f,n,c,n,h,t,c,k,k,b,b,p,y,o,s,h,y,p
x,y,g,f,a,a,c,b,h,e,e,f,k,n,n,p,n,o,c,k,y,w
b,s,u,f,n,n,c,n,h,t,b,s,s,e,e,p,y,b,l,u,v,g
s,y,y,f,m,f,d,n,p,t,b,s,s,b,p,u,w,o,l,o,y,u
b,y,w,t,n,a,c,n,o,e,?,s,f,n,w,p,w,o,f,k,a,d
b,y,w,f,y,f,c,n,g,t,b,k,k,g,g,p,w,o,n,h,v,w
x,f,w,f,f,f,c,b,u,e,u,f,f,p,p,p,w,t,e,h,n,g
x,y,y,f,c,f,c,n,b,e,u,k,k,c,c,p,w,o,p,b,n,m
x,g,y,f,s,f,d,b,h,e,r,y,y,y,n,p,w,o,f,h,v,g
x,y,y,f,c,f,c,n,h,e,u,k,k,b,c,p,w,t,l,b,v,d
f,f,g,f,a,a,c,b,h,e,b,k,f,n,n,p,n,b,l,k,s,g
s,s,b,f,f,f,d,b,r,e,b,k,f,p,p,p,w,t,e,h,n,w
b,g,g,t,a,d,c,b,h,e,b,y,k,n,n,p,o,b,l,h,a,d
f,f,y,f,l,f,w,b,p,e,b,k,k,b,b,p,w,o,c,n,c,d
f,y,y,t,f,f,c,b,h,e,e,k,k,g,g,p,w,b,e,h,v,d
f,f,g,f,f,f,c,b,o,e,b,k,k,n,n,p,w,b,l,h,a,p
f,y,g,f,f,f,c,b,p,e,b,k,s,o,b,u,y,o,z,h,c,g
f,g,b,t,f,f,c,b,g,e,b,k,y,c,c,p,o,o,l,h,y,p
f,g,c,t,m,f,d,b,b,e,u,s,y,p,p,p,o,t,p,o,y,u
f,f,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,a,m
k,y,g,f,f,f,c,b,g,t,z,k,k,p,n,p,w,o,p,h,v,d
k,f,g,f,f,n,w,b,w,t,z,s,k,w,w,u,y,o,s,h,v,g
x,s,y,f,a,n,c,b,p,e,b,k,k,p,w,p,w,o,f,h,v,m
c,f,b,f,f,f,w,b,p,e,b,k,k,b,b,u,w,o,n,n,y,p
f,y,y,f,n,n,c,b,h,e,e,k,k,e,e,u,w,o,z,h,v,d
f,s,n,f,y,n,c,n,h,t,b,s,s,w,g,u,y,b,p,h,s,w
b,y,y,f,n,f,c,b,o,e,b,k,f,b,e,p,w,o,e,u,y,g
x,f,w,t,l,a,w,b,w,e,?,f,f,w,w,p,n,o,c,w,c,w
f,g,p,f,f,d,c,b,p,e,e,k,k,n,p,p,w,b,l,h,y,u
f,f,y,f,f,d,c,b,e,e,e,y,k,p,b,p,o,b,l,h,s,l
x,g,y,f,f,f,d,b,b,e,u,k,k,p,n,p,o,t,l,o,y,d
f,y,n,f,f,f,d,n,y,e,b,k,k,c,c,u,w,o,l,h,y,l
f,g,e,t,n,d,c,b,n,e,b,y,y,n,g,p,o,b,f,k,y,d
f,f,y,f,l,f,c,b,p,e,b,k,k,b,b,u,w,o,l,n,v,d
c,f,b,f,l,f,w,n,p,e,c,k,k,b,b,u,w,o,n,n,v,l
x,y,e,f,m,f,d,n,h,t,b,k,k,p,n,p,w,t,l,h,y,w
f,f,y,f,n,f,c,n,e,e,b,k,k,n,b,u,w,b,p,h,s,g
b,y,n,f,y,f,c,n,o,t,?,k,k,g,g,p,w,o,e,h,a,d
b,f,r,t,f,a,c,b,p,e,b,f,k,g,g,p,w,o,l,h,v,u
c,g,y,t,f,f,c,b,p,e,c,y,y,b,b,p,w,o,f,h,c,m
c,f,y,t,f,f,w,b,p,e,c,y,y,n,n,p,o,o,l,r,c,p
b,f,y,t,n,d,c,b,k,e,b,k,y,e,b,p,o,b,f,h,v,d
s,s,g,f,m,f,d,n,y,e,b,k,s,b,p,p,w,o,l,o,v,p
f,y,w,f,y,f,c,n,h,e,b,k,k,g,g,u,w,b,l,h,v,g
f,s,g,f,a,f,c,n,k,e,b,s,k,b,n,u,y,b,s,k,v,d
f,y,g,f,n,f,c,b,g,e,b,k,k,e,e,p,w,o,p,u,v,d
b,s,r,f,a,a,c,b,p,e,b,s,s,n,n,p,n,b,c,k,a,d
x,y,y,f,y,f,c,n,h,e,e,k,k,b,p,p,w,o,n,h,y,g
x,y,g,t,f,f,c,n,u,t,e,f,f,g,w,p,n,o,p,h,s,g
s,y,p,f,f,f,c,n,p,e,r,k,k,n,n,u,w,t,p,b,y,g
x,g,y,f,n,d,c,b,h,e,b,k,k,e,b,p,w,b,l,h,y,l
x,f,y,f,f,a,w,b,h,e,c,k,f,n,b,p,n,o,l,w,c,d
c,y,g,t,n,f,w,n,n,t,c,k,k,p,w,p,w,o,p,w,y,d
f,s,g,f,f,n,c,n,h,e,e,s,s,e,e,u,y,o,l,u,s,w
b,y,y,f,a,f,c,b,h,t,b,k,k,n,p,p,w,b,p,h,a,g
f,s,g,f,a,n,c,b,h,e,e,s,k,n,b,u,y,b,z,k,s,m
k,f,n,f,f,a,w,b,h,e,z,f,k,b,b,p,n,o,e,h,y,g
x,y,g,t,f,a,c,b,h,e,b,f,f,g,p,p,n,b,e,h,s,l
k,f,c,f,l,f,c,n,p,t,b,k,k,b,p,u,w,o,n,n,y,l
f,y,n,t,n,f,c,b,h,t,b,s,s,e,g,u,w,b,z,n,s,u
x,s,b,f,c,f,w,b,n,e,c,k,k,o,o,p,w,o,p,h,y,g
f,f,y,t,f,d,c,b,h,e,e,y,y,g,g,p,o,o,l,h,v,g
x,f,n,f,n,a,c,b,k,e,b,f,f,e,n,p,n,o,c,u,a,g
x,s,p,f,m,n,c,b,p,e,b,k,s,p,p,u,w,t,l,h,y,p
x,f,u,f,c,a,c,b,g,e,u,f,k,n,c,p,n,t,l,h,n,w
f,f,g,f,f,d,c,b,o,e,b,k,y,p,b,p,w,o,l,k,y,g
s,y,y,f,s,f,d,n,y,t,r,k,k,y,n,p,w,o,l,y,y,g
k,f,b,t,f,a,c,b,w,e,?,f,s,o,e,p,w,o,c,w,c,w
x,y,e,f,f,f,w,b,n,t,c,k,k,w,b,p,w,o,p,h,c,m
x,y,n,f,y,f,c,n,b,t,b,k,k,g,g,u,w,o,p,h,v,d
f,s,e,f,f,n,c,b,h,t,b,s,s,g,g,u,y,b,z,h,s,p
x,y,r,f,c,f,d,n,b,t,u,k,k,n,n,u,w,o,n,h,y,l
b,y,w,t,a,f,d,b,h,t,b,k,k,y,b,p,w,o,l,h,n,w
s,f,g,t,f,f,d,b,g,e,b,k,k,p,p,p,n,t,l,o,y,m
x,f,w,f,s,d,d,b,b,e,b,k,y,b,y,p,w,t,l,h,y,d
f,y,y,t,f,a,c,b,h,e,b,k,k,n,e,p,n,b,l,h,y,g
x,g,g,f,a,f,c,b,g,e,e,y,y,n,b,p,o,o,l,h,y,u
x,s,b,f,f,f,c,b,e,t,e,f,f,e,w,p,w,b,p,u,s,u
x,g,y,t,p,f,w,b,w,e,b,y,k,w,w,p,o,o,f,w,v,g
f,s,y,f,f,n,c,n,p,e,b,k,s,p,b,p,y,o,l,n,c,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,o,o,l,h,y,d
x,f,y,f,p,f,w,b,g,e,b,f,k,n,w,p,w,o,l,w,v,p
f,y,y,f,f,f,c,b,h,t,b,k,k,e,e,u,w,o,n,u,v,l
x,y,y,t,f,d,c,b,h,e,b,y,k,n,n,p,o,b,l,k,s,g
x,s,n,f,f,n,c,n,p,e,u,s,k,b,c,u,y,t,z,b,v,p
s,y,p,f,l,f,w,b,w,t,b,k,k,b,b,p,w,o,l,h,y,g
k,s,y,f,p,n,w,n,w,e,z,s,s,w,w,p,y,o,z,h,v,p
f,s,r,f,f,n,c,n,b,t,b,k,k,b,p,u,y,o,l,h,n,p
f,y,e,t,n,f,c,b,p,e,b,f,f,g,g,p,n,o,c,h,s,d
f,g,y,t,f,d,c,b,e,e,e,k,y,b,p,p,w,b,l,h,s,w
x,s,p,f,s,f,c,n,g,e,r,k,s,n,n,p,y,t,z,y,v,p
f,y,g,f,n,d,c,b,e,e,b,y,k,e,e,p,w,b,l,u,s,g
x,g,r,f,f,d,d,b,g,e,u,k,k,p,p,p,w,t,l,h,v,m
f,s,y,f,f,f,c,b,g,e,b,s,s,b,p,p,y,o,s,h,s,g
x,f,u,f,f,f,c,b,g,e,u,k,k,n,y,p,w,t,p,h,n,u
x,y,c,f,m,f,d,b,p,t,u,k,k,p,p,p,w,o,p,h,n,d
k,y,y,f,f,f,w,b,p,e,b,k,k,g,g,p,w,o,n,h,v,d
s,y,e,f,f,f,d,n,r,t,b,k,k,n,p,u,w,t,l,o,y,d
f,f,y,f,a,f,c,b,k,e,b,f,k,n,n,p,n,o,c,h,y,d
f,f,c,t,n,f,w,b,k,e,b,f,f,w,g,p,n,b,e,h,v,m
c,y,g,t,f,d,w,b,h,e,b,y,k,o,o,p,w,o,l,r,c,g
x,y,g,f,c,f,c,n,b,t,u,k,k,p,n,p,y,o,l,h,n,p
f,s,y,f,n,f,w,n,w,e,?,s,s,o,y,u,y,o,z,w,v,g
b,y,y,f,n,f,c,n,o,e,b,k,k,p,e,p,w,o,l,u,y,p
x,s,g,t,m,f,c,b,b,t,u,s,s,w,w,p,y,o,z,o,v,g
s,f,p,t,m,a,d,b,e,e,r,f,s,w,p,p,w,t,e,o,y,m
k,s,u,f,p,n,c,n,g,t,z,s,k,w,w,u,y,o,z,w,v,p
s,s,y,f,c,f,w,n,y,e,r,k,k,w,w,p,o,t,l,k,v,p
x,f,u,f,f,f,w,n,w,t,b,k,k,n,n,p,w,o,l,r,v,d
f,f,g,t,m,a,d,b,h,e,r,f,k,b,p,p,n,o,e,h,y,m
f,y,n,f,f,n,d,b,u,t,b,s,s,p,y,u,y,t,z,y,n,d
x,f,r,t,f,f,w,b,p,e,z,f,k,o,b,p,w,o,c,h,v,u
x,y,y,f,f,f,c,n,p,e,b,k,k,b,g,u,w,b,n,h,v,l
c,f,g,t,f,a,c,b,p,e,b,f,k,b,w,p,w,o,e,h,c,w
f,g,u,f,y,f,c,b,k,e,b,k,y,g,p,p,w,b,l,h,y,d
b,s,r,f,n,n,c,b,o,t,b,k,k,e,n,p,y,b,l,h,a,g
f,y,p,f,f,f,d,n,g,t,b,k,k,c,n,u,w,o,n,b,y,m
x,f,y,f,s,f,c,n,p,t,b,k,k,y,y,u,w,t,p,h,y,d
f,f,c,f,f,f,c,b,o,e,b,k,k,b,n,p,w,o,l,k,v,p
f,s,g,f,l,n,w,b,p,t,b,k,s,b,b,u,w,o,l,h,y,l
f,f,y,t,f,f,c,b,h,e,e,y,y,n,p,p,o,b,l,h,s,u
f,y,p,f,n,f,c,n,h,t,e,k,k,n,e,u,w,b,n,u,y,d
k,s,c,f,f,n,w,n,h,e,z,s,k,n,o,u,y,o,s,h,v,l
f,g,y,t,a,d,c,b,e,e,e,y,k,b,n,p,o,b,l,h,v,d
x,y,g,t,l,d,c,b,g,e,z,k,k,b,b,p,o,o,f,n,v,g
f,g,g,t,m,f,c,b,p,e,r,k,y,p,p,p,w,o,l,h,v,g
x,y,y,f,c,f,d,b,g,e,r,f,f,b,n,p,w,o,c,h,y,d
f,s,y,f,n,f,c,b,h,e,?,s,k,e,g,u,w,t,e,w,c,p
k,f,g,t,l,f,c,b,g,e,b,k,k,p,n,p,o,o,f,h,v,m
x,s,y,f,c,n,c,n,u,t,u,k,s,c,c,p,y,t,z,b,n,d
x,y,n,t,y,f,c,b,b,e,?,f,f,g,g,p,w,b,c,w,v,l
x,f,g,t,f,a,c,b,p,e,c,f,f,w,b,p,w,o,c,w,c,d
