class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,bell,smooth,cinnamon,no,almond,notched,close,broad,chocolate,tapering,bulbous,smooth,silky,buff,brown,universal,white,other,large,black,abundant,paths
edible,bell,scaly,brown,no,none,free,close,narrow,black,tapering,bulbous,smooth,smooth,brown,brown,universal,white,one,pendant,black,abundant,grasses
edible,sunken,smooth,gray,no,none,notched,distant,narrow,yellow,tapering,rooted,smooth,smooth,pink,pink,universal,yellow,one,pendant,orange,solitary,grasses
poisonous,knobbed,scaly,gray,bruises,foul,attached,crowded,broad,gray,enlarging,bulbous,silky,silky,white,brown,partial,brown,one,large,chocolate,several,paths
edible,flat,fibrous,red,no,none,free,distant,broad,purple,tapering,bulbous,smooth,smooth,yellow,yellow,universal,white,one,none,black,numerous,woods
poisonous,convex,smooth,gray,no,creosote,free,crowded,narrow,pink,tapering,equal,smooth,smooth,gray,white,universal,white,one,zone,chocolate,scattered,woods
edible,convex,smooth,gray,no,musty,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,two,pendant,black,numerous,meadows
edible,sunken,scaly,buff,bruises,none,free,distant,broad,yellow,enlarging,bulbous,smooth,smooth,cinnamon,gray,partial,orange,one,pendant,brown,solitary,urban
edible,flat,scaly,pink,bruises,none,free,close,broad,brown,enlarging,bulbous,smooth,smooth,pink,white,partial,orange,one,pendant,purple,solitary,woods
edible,flat,scaly,gray,no,anise,notched,close,narrow,white,tapering,club,smooth,smooth,white,pink,universal,yellow,one,pendant,brown,clustered,woods
edible,knobbed,fibrous,purple,bruises,anise,free,crowded,broad,brown,tapering,rhizomorphs,fibrous,smooth,white,white,partial,brown,one,pendant,brown,several,woods
edible,bell,scaly,green,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,brown,brown,partial,white,other,none,black,abundant,urban
poisonous,convex,scaly,green,no,creosote,free,distant,narrow,buff,enlarging,bulbous,silky,scaly,white,white,partial,orange,one,large,black,scattered,woods
edible,flat,smooth,brown,no,musty,free,distant,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,yellow,one,pendant,orange,numerous,woods
poisonous,conical,scaly,gray,no,foul,free,close,broad,pink,enlarging,club,silky,silky,orange,orange,partial,white,one,pendant,green,clustered,grasses
edible,knobbed,grooves,green,bruises,none,descending,close,broad,white,tapering,rhizomorphs,scaly,smooth,white,buff,partial,white,one,large,brown,several,woods
edible,flat,fibrous,purple,bruises,none,attached,distant,broad,purple,enlarging,cup,smooth,fibrous,yellow,white,partial,brown,two,pendant,brown,several,paths
edible,sunken,fibrous,buff,bruises,creosote,attached,distant,broad,green,tapering,rooted,fibrous,fibrous,pink,cinnamon,partial,white,two,cobwebby,buff,several,waste
poisonous,convex,grooves,purple,no,creosote,free,close,broad,black,enlarging,bulbous,scaly,scaly,red,red,partial,white,other,pendant,brown,abundant,woods
poisonous,flat,fibrous,gray,bruises,fishy,attached,crowded,broad,brown,enlarging,equal,fibrous,fibrous,gray,white,partial,brown,other,cobwebby,chocolate,scattered,urban
edible,convex,fibrous,buff,bruises,creosote,free,close,broad,green,enlarging,rooted,smooth,fibrous,cinnamon,cinnamon,partial,white,one,cobwebby,buff,several,woods
edible,sunken,smooth,buff,no,none,notched,distant,broad,white,tapering,rooted,smooth,smooth,pink,yellow,universal,white,one,pendant,black,several,grasses
edible,bell,scaly,red,no,none,free,close,narrow,white,tapering,bulbous,silky,silky,red,red,partial,white,one,pendant,purple,abundant,woods
edible,convex,grooves,brown,bruises,musty,free,close,broad,purple,tapering,bulbous,scaly,smooth,gray,pink,partial,orange,two,pendant,brown,numerous,urban
poisonous,conical,fibrous,pink,no,foul,attached,crowded,broad,pink,enlarging,club,silky,silky,orange,pink,partial,white,one,cobwebby,green,clustered,grasses
poisonous,convex,fibrous,yellow,bruises,fishy,descending,close,broad,chocolate,enlarging,equal,smooth,smooth,white,white,partial,orange,one,pendant,chocolate,scattered,woods
edible,flat,scaly,brown,bruises,none,free,close,broad,buff,enlarging,bulbous,fibrous,fibrous,pink,pink,partial,white,two,pendant,orange,solitary,woods
edible,flat,fibrous,brown,bruises,none,notched,close,broad,white,tapering,bulbous,smooth,smooth,gray,brown,partial,yellow,other,pendant,black,abundant,woods
poisonous,conical,fibrous,buff,bruises,creosote,descending,crowded,broad,purple,enlarging,club,scaly,smooth,white,white,partial,orange,one,pendant,black,clustered,woods
poisonous,convex,smooth,gray,no,musty,notched,crowded,narrow,purple,tapering,cup,smooth,smooth,white,pink,universal,white,two,pendant,black,scattered,woods
edible,convex,scaly,red,bruises,creosote,free,distant,narrow,pink,tapering,rooted,smooth,smooth,cinnamon,cinnamon,partial,white,two,pendant,buff,solitary,waste
poisonous,convex,fibrous,pink,no,fishy,free,close,narrow,chocolate,tapering,bulbous,silky,smooth,gray,gray,universal,white,other,zone,chocolate,several,woods
poisonous,sunken,fibrous,buff,bruises,creosote,attached,distant,narrow,yellow,enlarging,rooted,smooth,fibrous,pink,white,partial,white,two,cobwebby,brown,several,leaves
poisonous,convex,grooves,brown,bruises,foul,descending,close,broad,black,enlarging,bulbous,silky,silky,gray,gray,partial,orange,other,large,chocolate,several,woods
poisonous,convex,smooth,gray,no,none,notched,close,narrow,red,enlarging,bulbous,smooth,smooth,white,red,partial,yellow,other,sheathing,purple,scattered,woods
edible,convex,scaly,gray,bruises,almond,free,close,narrow,chocolate,tapering,equal,silky,silky,brown,brown,partial,white,other,pendant,black,several,woods
poisonous,knobbed,fibrous,pink,no,musty,free,close,narrow,yellow,enlarging,bulbous,smooth,smooth,pink,white,universal,yellow,one,pendant,orange,scattered,leaves
edible,flat,fibrous,red,bruises,musty,free,distant,broad,yellow,enlarging,rooted,fibrous,fibrous,pink,pink,partial,white,two,pendant,brown,solitary,woods
poisonous,convex,scaly,pink,no,spicy,free,distant,narrow,buff,tapering,bulbous,silky,smooth,white,yellow,partial,white,one,pendant,yellow,several,woods
poisonous,convex,fibrous,cinnamon,no,spicy,attached,crowded,broad,pink,enlarging,bulbous,fibrous,smooth,white,white,partial,white,two,pendant,yellow,numerous,woods
edible,conical,scaly,buff,no,anise,free,crowded,narrow,pink,tapering,club,silky,silky,gray,gray,partial,white,one,pendant,black,clustered,urban
poisonous,convex,fibrous,gray,no,creosote,free,close,narrow,chocolate,tapering,bulbous,smooth,smooth,brown,brown,partial,white,other,pendant,black,scattered,grasses
poisonous,convex,smooth,gray,no,creosote,notched,crowded,narrow,brown,tapering,rooted,smooth,smooth,pink,white,partial,yellow,two,pendant,orange,several,woods
edible,flat,fibrous,pink,bruises,none,free,crowded,broad,purple,enlarging,bulbous,smooth,fibrous,white,buff,partial,brown,one,pendant,brown,solitary,leaves
edible,flat,scaly,yellow,no,none,notched,crowded,narrow,purple,tapering,bulbous,smooth,smooth,orange,orange,universal,yellow,one,pendant,green,clustered,woods
poisonous,convex,smooth,gray,no,creosote,free,distant,narrow,yellow,enlarging,bulbous,smooth,smooth,cinnamon,cinnamon,universal,yellow,one,pendant,brown,solitary,woods
edible,bell,fibrous,red,bruises,almond,free,close,broad,black,tapering,bulbous,smooth,silky,brown,gray,partial,white,one,pendant,black,several,woods
poisonous,convex,fibrous,cinnamon,no,creosote,attached,close,narrow,brown,enlarging,bulbous,fibrous,smooth,white,orange,partial,yellow,other,sheathing,chocolate,scattered,woods
edible,flat,smooth,green,no,none,notched,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,universal,yellow,one,pendant,buff,numerous,grasses
poisonous,convex,fibrous,buff,bruises,pungent,descending,close,broad,pink,enlarging,club,scaly,silky,brown,buff,partial,white,one,flaring,chocolate,clustered,paths
poisonous,flat,scaly,gray,no,foul,notched,close,narrow,black,tapering,bulbous,silky,smooth,brown,brown,universal,yellow,one,sheathing,black,abundant,grasses
edible,flat,scaly,gray,bruises,foul,descending,close,broad,brown,enlarging,bulbous,smooth,scaly,orange,gray,partial,white,one,pendant,green,several,woods
poisonous,bell,smooth,cinnamon,no,fishy,notched,close,broad,orange,enlarging,bulbous,silky,silky,gray,buff,universal,yellow,one,large,chocolate,several,paths
edible,flat,fibrous,buff,bruises,none,attached,distant,broad,yellow,enlarging,rooted,fibrous,smooth,gray,white,partial,brown,one,pendant,brown,solitary,woods
poisonous,convex,fibrous,brown,bruises,none,attached,close,broad,black,enlarging,bulbous,fibrous,silky,brown,red,partial,brown,one,large,purple,solitary,paths
poisonous,flat,scaly,gray,no,creosote,free,distant,narrow,purple,enlarging,cup,silky,silky,cinnamon,pink,partial,white,two,pendant,buff,numerous,paths
edible,flat,fibrous,cinnamon,bruises,none,free,crowded,broad,gray,enlarging,bulbous,fibrous,smooth,orange,white,partial,brown,one,pendant,green,several,woods
edible,flat,scaly,pink,no,almond,free,close,broad,white,tapering,bulbous,smooth,smooth,brown,brown,partial,white,other,pendant,black,several,waste
poisonous,conical,fibrous,white,bruises,anise,attached,crowded,narrow,pink,enlarging,bulbous,fibrous,smooth,white,white,partial,brown,one,evanescent,brown,clustered,woods
edible,sunken,fibrous,red,bruises,none,notched,distant,narrow,yellow,tapering,rooted,smooth,smooth,yellow,yellow,partial,yellow,two,pendant,brown,solitary,grasses
poisonous,bell,fibrous,gray,no,foul,descending,close,broad,black,enlarging,bulbous,silky,silky,buff,pink,partial,orange,other,flaring,chocolate,solitary,paths
poisonous,convex,fibrous,cinnamon,bruises,foul,free,close,broad,chocolate,enlarging,cup,silky,fibrous,brown,pink,partial,white,two,evanescent,orange,several,woods
poisonous,knobbed,scaly,gray,bruises,anise,free,close,broad,pink,enlarging,bulbous,fibrous,fibrous,brown,pink,partial,white,one,cobwebby,chocolate,several,paths
poisonous,knobbed,smooth,white,no,anise,notched,close,narrow,pink,tapering,bulbous,smooth,silky,buff,buff,universal,yellow,one,sheathing,brown,several,waste
poisonous,convex,scaly,red,no,creosote,free,crowded,narrow,gray,tapering,bulbous,smooth,silky,cinnamon,cinnamon,partial,white,two,pendant,brown,several,waste
poisonous,convex,scaly,purple,no,foul,free,distant,broad,chocolate,tapering,cup,smooth,smooth,buff,brown,partial,white,two,sheathing,chocolate,solitary,grasses
poisonous,convex,scaly,yellow,no,creosote,free,close,broad,purple,enlarging,cup,silky,silky,cinnamon,cinnamon,partial,brown,one,large,buff,numerous,meadows
poisonous,knobbed,grooves,yellow,bruises,foul,descending,crowded,broad,chocolate,enlarging,rhizomorphs,silky,silky,brown,orange,partial,orange,one,flaring,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,anise,free,crowded,broad,gray,enlarging,rhizomorphs,silky,fibrous,pink,brown,partial,brown,one,large,brown,several,meadows
poisonous,conical,smooth,yellow,no,anise,notched,crowded,broad,gray,tapering,bulbous,silky,smooth,buff,brown,partial,white,one,large,chocolate,clustered,woods
edible,conical,grooves,gray,bruises,pungent,descending,close,broad,brown,enlarging,bulbous,smooth,scaly,white,white,partial,orange,one,flaring,black,clustered,grasses
poisonous,bell,fibrous,cinnamon,bruises,almond,free,close,broad,orange,enlarging,bulbous,fibrous,fibrous,buff,brown,partial,white,other,large,black,abundant,leaves
poisonous,flat,scaly,red,no,none,free,close,narrow,red,enlarging,bulbous,silky,silky,brown,buff,partial,white,other,pendant,purple,solitary,urban
poisonous,flat,smooth,yellow,no,almond,notched,close,broad,gray,enlarging,equal,silky,silky,brown,buff,universal,yellow,other,large,black,solitary,grasses
edible,knobbed,scaly,green,bruises,none,free,crowded,narrow,gray,tapering,rhizomorphs,smooth,silky,white,orange,universal,white,one,pendant,green,solitary,woods
edible,flat,scaly,brown,bruises,almond,descending,close,broad,brown,tapering,bulbous,smooth,smooth,white,brown,partial,orange,one,pendant,brown,scattered,waste
edible,flat,grooves,yellow,bruises,none,descending,crowded,broad,brown,enlarging,club,scaly,scaly,white,buff,partial,white,one,flaring,brown,several,woods
poisonous,knobbed,smooth,purple,no,foul,notched,crowded,broad,chocolate,tapering,bulbous,smooth,smooth,brown,orange,partial,white,one,large,chocolate,several,leaves
poisonous,convex,scaly,brown,no,creosote,free,close,narrow,buff,tapering,cup,silky,silky,buff,buff,universal,white,two,none,chocolate,several,woods
poisonous,knobbed,scaly,cinnamon,bruises,pungent,free,crowded,broad,chocolate,enlarging,rhizomorphs,fibrous,silky,white,buff,partial,brown,one,cobwebby,white,several,woods
edible,convex,scaly,red,bruises,creosote,attached,close,broad,purple,enlarging,bulbous,smooth,fibrous,pink,cinnamon,partial,white,two,pendant,buff,numerous,leaves
poisonous,convex,grooves,green,bruises,foul,free,close,broad,pink,enlarging,cup,scaly,silky,brown,buff,partial,white,two,large,chocolate,numerous,woods
edible,flat,fibrous,red,no,pungent,free,close,narrow,brown,tapering,club,silky,smooth,white,white,partial,white,one,pendant,white,several,grasses
edible,flat,fibrous,buff,bruises,pungent,free,crowded,broad,brown,enlarging,cup,smooth,smooth,cinnamon,white,partial,brown,one,pendant,buff,numerous,woods
edible,flat,fibrous,gray,bruises,fishy,free,close,broad,white,enlarging,bulbous,smooth,scaly,gray,pink,partial,orange,one,flaring,brown,scattered,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,tapering,bulbous,smooth,silky,cinnamon,cinnamon,universal,white,one,sheathing,chocolate,solitary,grasses
poisonous,sunken,scaly,yellow,no,spicy,free,distant,broad,yellow,enlarging,bulbous,silky,silky,yellow,buff,partial,brown,two,evanescent,chocolate,solitary,meadows
poisonous,bell,fibrous,cinnamon,no,foul,free,close,narrow,black,enlarging,bulbous,silky,silky,red,red,universal,white,one,none,purple,solitary,meadows
edible,flat,scaly,red,bruises,musty,notched,distant,narrow,pink,tapering,cup,smooth,smooth,pink,pink,universal,yellow,two,sheathing,brown,several,paths
poisonous,conical,fibrous,red,no,foul,notched,crowded,broad,pink,tapering,club,silky,silky,orange,brown,universal,white,one,large,green,clustered,woods
poisonous,flat,fibrous,gray,bruises,foul,attached,close,broad,chocolate,enlarging,equal,fibrous,silky,red,buff,partial,brown,other,evanescent,chocolate,scattered,paths
poisonous,flat,fibrous,brown,bruises,creosote,attached,close,broad,buff,enlarging,cup,silky,fibrous,pink,cinnamon,partial,white,two,cobwebby,buff,numerous,paths
poisonous,flat,fibrous,red,no,foul,free,close,broad,chocolate,enlarging,equal,fibrous,silky,pink,buff,partial,brown,one,cobwebby,chocolate,scattered,paths
poisonous,convex,grooves,purple,no,spicy,descending,close,broad,purple,enlarging,bulbous,silky,silky,yellow,yellow,partial,white,two,large,yellow,numerous,paths
poisonous,flat,fibrous,yellow,bruises,none,free,distant,broad,green,enlarging,bulbous,silky,scaly,cinnamon,buff,partial,orange,two,large,buff,several,grasses
poisonous,flat,smooth,pink,no,none,notched,close,narrow,red,tapering,bulbous,smooth,smooth,red,white,partial,yellow,one,zone,purple,scattered,woods
poisonous,knobbed,scaly,yellow,no,foul,free,close,narrow,white,enlarging,bulbous,silky,silky,buff,brown,universal,white,one,large,brown,several,woods
edible,convex,fibrous,green,bruises,musty,free,distant,narrow,purple,tapering,bulbous,silky,silky,gray,pink,universal,white,two,pendant,orange,numerous,paths
edible,conical,scaly,red,bruises,pungent,descending,crowded,broad,brown,tapering,club,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods
poisonous,convex,grooves,buff,no,foul,free,close,narrow,brown,enlarging,bulbous,scaly,scaly,white,white,partial,orange,one,flaring,green,clustered,woods
poisonous,convex,scaly,red,no,foul,free,close,narrow,chocolate,enlarging,bulbous,silky,silky,buff,buff,universal,white,one,none,brown,clustered,waste
poisonous,knobbed,scaly,gray,no,foul,notched,crowded,narrow,pink,enlarging,rhizomorphs,silky,smooth,buff,pink,universal,white,one,zone,green,several,grasses
edible,convex,scaly,cinnamon,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,red,universal,white,one,pendant,black,solitary,woods
edible,flat,fibrous,red,bruises,none,attached,close,broad,pink,enlarging,equal,fibrous,smooth,white,red,partial,brown,one,evanescent,purple,solitary,meadows
